"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",14
"14",15
"15",16
"16",19
"17",21
"18",22
"19",23
"20",24
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",43
"38",45
"39",46
"40",49
"41",50
"42",51
"43",52
"44",57
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",85
"69",86
"70",87
"71",88
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",103
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",111
"92",112
"93",115
"94",116
"95",117
