"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",32
"27",33
"28",34
"29",35
"30",37
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",62
"51",63
"52",64
"53",66
"54",67
"55",68
"56",71
"57",72
"58",73
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",99
"80",100
"81",101
"82",102
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
