"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",11
"11",12
"12",14
"13",15
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",30
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",42
"38",43
"39",44
"40",45
"41",46
"42",47
"43",48
"44",49
"45",50
"46",51
"47",53
"48",54
"49",55
"50",60
"51",64
"52",65
"53",67
"54",69
"55",70
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",83
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",97
"80",98
"81",100
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
