"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",36
"33",37
"34",38
"35",39
"36",40
"37",41
"38",42
"39",43
"40",44
"41",45
"42",46
"43",47
"44",48
"45",49
"46",50
"47",51
"48",52
"49",54
"50",57
"51",58
"52",59
"53",61
"54",63
"55",64
"56",66
"57",67
"58",68
"59",69
"60",70
"61",71
"62",72
"63",74
"64",75
"65",76
"66",77
"67",78
"68",80
"69",81
"70",84
"71",85
"72",86
"73",87
"74",90
"75",91
"76",92
"77",93
"78",94
"79",96
"80",97
"81",99
"82",100
"83",101
"84",102
"85",104
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",113
"94",114
"95",116
