"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",50
"43",51
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",69
"58",71
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",81
"67",85
"68",86
"69",87
"70",88
"71",90
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",116
"95",117
