"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",8
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",36
"33",37
"34",40
"35",41
"36",43
"37",44
"38",45
"39",48
"40",49
"41",51
"42",53
"43",54
"44",55
"45",57
"46",58
"47",59
"48",60
"49",62
"50",64
"51",65
"52",66
"53",67
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",83
"67",84
"68",86
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
