"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",28
"24",29
"25",30
"26",31
"27",33
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",42
"35",44
"36",45
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",78
"67",79
"68",81
"69",82
"70",83
"71",85
"72",88
"73",89
"74",90
"75",92
"76",93
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",107
"89",108
"90",110
"91",111
"92",113
"93",114
"94",116
"95",117
