"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",30
"26",31
"27",34
"28",35
"29",36
"30",38
"31",39
"32",40
"33",42
"34",44
"35",45
"36",47
"37",48
"38",49
"39",50
"40",51
"41",53
"42",54
"43",55
"44",57
"45",58
"46",59
"47",60
"48",61
"49",63
"50",64
"51",66
"52",67
"53",68
"54",69
"55",70
"56",71
"57",73
"58",74
"59",75
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",89
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",112
"92",113
"93",114
"94",116
"95",117
