"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",36
"31",38
"32",40
"33",42
"34",45
"35",46
"36",48
"37",49
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",58
"45",59
"46",60
"47",61
"48",62
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",91
"76",92
"77",93
"78",94
"79",95
"80",97
"81",98
"82",99
"83",100
"84",103
"85",104
"86",105
"87",107
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
