"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",16
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",40
"34",43
"35",44
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",66
"54",67
"55",68
"56",70
"57",71
"58",72
"59",73
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",89
"73",91
"74",92
"75",93
"76",94
"77",95
"78",98
"79",99
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
