"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",13
"13",14
"14",15
"15",17
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",35
"31",36
"32",37
"33",38
"34",39
"35",40
"36",41
"37",42
"38",43
"39",44
"40",45
"41",46
"42",48
"43",49
"44",51
"45",52
"46",54
"47",55
"48",56
"49",58
"50",59
"51",60
"52",61
"53",62
"54",64
"55",66
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",77
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",92
"78",94
"79",95
"80",97
"81",98
"82",99
"83",100
"84",101
"85",102
"86",103
"87",105
"88",106
"89",108
"90",111
"91",112
"92",113
"93",114
"94",116
"95",117
