"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",27
"24",28
"25",29
"26",30
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",51
"43",52
"44",55
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",71
"59",72
"60",73
"61",74
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",91
"76",92
"77",93
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",108
"91",110
"92",113
"93",114
"94",115
"95",117
