"","Resample1"
"1",2
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",31
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",53
"44",54
"45",55
"46",56
"47",57
"48",59
"49",60
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",74
"61",75
"62",77
"63",78
"64",80
"65",81
"66",82
"67",83
"68",84
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
