"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",64
"54",65
"55",66
"56",68
"57",71
"58",72
"59",73
"60",74
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",89
"73",90
"74",92
"75",93
"76",94
"77",95
"78",96
"79",98
"80",99
"81",100
"82",101
"83",102
"84",104
"85",105
"86",106
"87",107
"88",108
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
