"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",38
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",49
"42",50
"43",51
"44",53
"45",54
"46",55
"47",57
"48",58
"49",59
"50",60
"51",62
"52",63
"53",64
"54",66
"55",67
"56",68
"57",69
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",78
"65",79
"66",81
"67",83
"68",84
"69",85
"70",86
"71",87
"72",90
"73",91
"74",92
"75",93
"76",94
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",108
"89",109
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
