"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",22
"18",24
"19",26
"20",27
"21",28
"22",30
"23",31
"24",32
"25",33
"26",34
"27",36
"28",37
"29",39
"30",40
"31",41
"32",42
"33",44
"34",46
"35",47
"36",48
"37",49
"38",51
"39",52
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",69
"56",70
"57",71
"58",72
"59",73
"60",75
"61",76
"62",78
"63",79
"64",80
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",90
"73",91
"74",92
"75",93
"76",95
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
