"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",30
"24",31
"25",33
"26",35
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",56
"47",57
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",80
"67",81
"68",82
"69",85
"70",86
"71",87
"72",88
"73",90
"74",91
"75",92
"76",93
"77",95
"78",96
"79",97
"80",99
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
