"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",32
"28",33
"29",36
"30",37
"31",38
"32",39
"33",41
"34",42
"35",43
"36",45
"37",46
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",63
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",77
"63",78
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",106
"87",108
"88",109
"89",110
"90",111
"91",113
"92",114
"93",115
"94",116
"95",117
