"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",19
"17",20
"18",21
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",30
"26",31
"27",34
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",53
"43",54
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",66
"54",67
"55",68
"56",69
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",78
"64",80
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",92
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
