"","Resample1"
"1",1
"2",2
"3",5
"4",6
"5",7
"6",8
"7",9
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",41
"34",42
"35",43
"36",44
"37",45
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",65
"53",67
"54",68
"55",69
"56",70
"57",71
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",101
"85",102
"86",103
"87",106
"88",109
"89",110
"90",111
"91",112
"92",114
"93",115
"94",116
"95",117
