"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",21
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",70
"56",71
"57",72
"58",73
"59",75
"60",76
"61",77
"62",78
"63",79
"64",81
"65",82
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",93
"73",94
"74",96
"75",97
"76",98
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
