"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",15
"14",17
"15",18
"16",19
"17",20
"18",22
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",42
"36",44
"37",45
"38",46
"39",47
"40",48
"41",49
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",67
"58",68
"59",69
"60",70
"61",71
"62",72
"63",73
"64",75
"65",76
"66",77
"67",78
"68",83
"69",84
"70",86
"71",88
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",106
"87",107
"88",108
"89",109
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
