"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",30
"27",32
"28",33
"29",35
"30",37
"31",40
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",58
"47",59
"48",60
"49",62
"50",64
"51",67
"52",68
"53",69
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",80
"63",81
"64",83
"65",85
"66",86
"67",87
"68",89
"69",90
"70",91
"71",92
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
