"","Resample1"
"1",1
"2",3
"3",4
"4",7
"5",8
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",23
"18",25
"19",26
"20",27
"21",28
"22",29
"23",30
"24",31
"25",32
"26",35
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",43
"34",44
"35",45
"36",46
"37",48
"38",49
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",58
"46",59
"47",60
"48",61
"49",62
"50",63
"51",64
"52",66
"53",67
"54",68
"55",69
"56",71
"57",72
"58",73
"59",74
"60",75
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",95
"78",97
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",113
"92",114
"93",115
"94",116
"95",117
