"","Resample1"
"1",1
"2",5
"3",6
"4",7
"5",8
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",27
"23",28
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",41
"34",42
"35",43
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",65
"53",66
"54",67
"55",69
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",85
"69",86
"70",87
"71",88
"72",90
"73",92
"74",93
"75",94
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
