"","Resample1"
"1",2
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",47
"40",48
"41",49
"42",52
"43",53
"44",54
"45",55
"46",58
"47",59
"48",60
"49",62
"50",63
"51",65
"52",66
"53",68
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",84
"68",85
"69",86
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
