"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",41
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",58
"48",59
"49",60
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",77
"64",78
"65",79
"66",80
"67",81
"68",83
"69",84
"70",85
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",95
"80",96
"81",97
"82",98
"83",99
"84",100
"85",101
"86",103
"87",104
"88",105
"89",107
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
