"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",31
"27",32
"28",33
"29",34
"30",35
"31",37
"32",38
"33",39
"34",40
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",50
"44",51
"45",54
"46",55
"47",56
"48",57
"49",59
"50",60
"51",61
"52",62
"53",63
"54",65
"55",66
"56",67
"57",68
"58",69
"59",71
"60",73
"61",74
"62",75
"63",77
"64",78
"65",80
"66",81
"67",82
"68",83
"69",87
"70",89
"71",90
"72",91
"73",93
"74",94
"75",95
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
