"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",34
"30",35
"31",36
"32",37
"33",38
"34",40
"35",41
"36",42
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",51
"44",53
"45",54
"46",55
"47",56
"48",57
"49",59
"50",61
"51",62
"52",64
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",80
"66",82
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",97
"80",98
"81",99
"82",100
"83",101
"84",104
"85",106
"86",107
"87",108
"88",109
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
