"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",10
"10",11
"11",12
"12",13
"13",14
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",44
"37",47
"38",48
"39",49
"40",50
"41",51
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",67
"56",68
"57",69
"58",70
"59",71
"60",74
"61",77
"62",78
"63",81
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",93
"75",94
"76",95
"77",96
"78",97
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",116
"95",117
