"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",33
"30",34
"31",35
"32",37
"33",38
"34",39
"35",40
"36",42
"37",43
"38",44
"39",46
"40",47
"41",48
"42",50
"43",51
"44",53
"45",54
"46",56
"47",57
"48",58
"49",59
"50",60
"51",62
"52",63
"53",64
"54",65
"55",66
"56",68
"57",69
"58",71
"59",72
"60",73
"61",74
"62",77
"63",78
"64",79
"65",80
"66",82
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",90
"74",92
"75",93
"76",94
"77",95
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
