"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",11
"11",13
"12",14
"13",15
"14",16
"15",18
"16",19
"17",20
"18",21
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",37
"31",39
"32",40
"33",41
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",54
"44",55
"45",56
"46",57
"47",59
"48",60
"49",61
"50",62
"51",65
"52",66
"53",68
"54",69
"55",70
"56",71
"57",72
"58",74
"59",76
"60",77
"61",79
"62",80
"63",82
"64",84
"65",85
"66",86
"67",87
"68",88
"69",89
"70",91
"71",92
"72",93
"73",94
"74",95
"75",96
"76",98
"77",99
"78",100
"79",101
"80",102
"81",104
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",124
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",133
"109",134
"110",136
"111",138
"112",139
"113",140
"114",141
"115",143
"116",144
"117",146
"118",147
"119",148
"120",149
"121",152
"122",153
"123",154
"124",156
"125",157
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",170
"138",172
"139",173
"140",174
"141",175
"142",178
"143",179
"144",180
"145",182
"146",183
"147",184
"148",185
"149",186
"150",188
"151",190
"152",192
"153",193
"154",195
"155",196
"156",197
"157",198
"158",200
"159",201
"160",202
"161",203
"162",204
"163",205
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",226
