"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",17
"17",18
"18",19
"19",20
"20",21
"21",23
"22",24
"23",25
"24",27
"25",28
"26",30
"27",31
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",47
"41",49
"42",50
"43",53
"44",55
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",71
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",80
"65",85
"66",86
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",95
"75",96
"76",97
"77",98
"78",99
"79",101
"80",102
"81",104
"82",105
"83",107
"84",108
"85",110
"86",111
"87",114
"88",116
"89",117
"90",118
"91",119
"92",120
"93",121
"94",122
"95",123
"96",124
"97",125
"98",126
"99",127
"100",128
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",149
"121",150
"122",151
"123",152
"124",153
"125",155
"126",156
"127",157
"128",158
"129",159
"130",160
"131",161
"132",162
"133",163
"134",164
"135",166
"136",167
"137",169
"138",171
"139",172
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",181
"147",182
"148",184
"149",185
"150",186
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",195
"159",196
"160",198
"161",199
"162",200
"163",201
"164",202
"165",203
"166",204
"167",205
"168",206
"169",207
"170",209
"171",210
"172",211
"173",212
"174",213
"175",214
"176",216
"177",217
"178",218
"179",219
"180",221
"181",222
"182",225
