"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",10
"10",11
"11",12
"12",15
"13",16
"14",19
"15",21
"16",22
"17",23
"18",25
"19",26
"20",27
"21",28
"22",29
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",50
"44",51
"45",52
"46",55
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",70
"59",71
"60",72
"61",73
"62",75
"63",76
"64",77
"65",78
"66",79
"67",81
"68",83
"69",84
"70",85
"71",86
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",98
"81",99
"82",100
"83",102
"84",103
"85",105
"86",106
"87",107
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",117
"96",118
"97",120
"98",121
"99",122
"100",123
"101",124
"102",125
"103",126
"104",128
"105",129
"106",131
"107",132
"108",133
"109",135
"110",136
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",144
"118",145
"119",146
"120",147
"121",148
"122",151
"123",152
"124",153
"125",154
"126",155
"127",157
"128",158
"129",159
"130",161
"131",162
"132",164
"133",165
"134",166
"135",167
"136",168
"137",169
"138",170
"139",172
"140",175
"141",176
"142",177
"143",179
"144",180
"145",181
"146",182
"147",183
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",195
"159",196
"160",197
"161",199
"162",200
"163",201
"164",202
"165",203
"166",204
"167",205
"168",206
"169",209
"170",210
"171",211
"172",214
"173",215
"174",216
"175",217
"176",218
"177",220
"178",221
"179",222
"180",223
"181",225
"182",226
