"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",38
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",47
"40",48
"41",49
"42",50
"43",51
"44",52
"45",53
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",92
"78",93
"79",94
"80",95
"81",96
"82",97
"83",99
"84",101
"85",103
"86",104
"87",105
"88",106
"89",108
"90",109
"91",111
"92",112
"93",113
"94",116
"95",118
"96",119
"97",121
"98",123
"99",124
"100",125
"101",126
"102",127
"103",128
"104",129
"105",130
"106",131
"107",133
"108",134
"109",135
"110",136
"111",137
"112",140
"113",141
"114",142
"115",143
"116",144
"117",146
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",164
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",178
"146",179
"147",182
"148",183
"149",186
"150",187
"151",188
"152",189
"153",190
"154",192
"155",193
"156",194
"157",195
"158",196
"159",199
"160",200
"161",201
"162",202
"163",203
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",215
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",225
"182",226
