"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",50
"41",51
"42",53
"43",54
"44",55
"45",56
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",69
"57",71
"58",72
"59",74
"60",75
"61",77
"62",79
"63",80
"64",82
"65",83
"66",84
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",107
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",118
"94",119
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",128
"102",129
"103",131
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",139
"111",140
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",150
"120",151
"121",152
"122",153
"123",155
"124",156
"125",157
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",165
"133",167
"134",168
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",180
"145",182
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",192
"154",193
"155",195
"156",196
"157",197
"158",198
"159",199
"160",200
"161",201
"162",202
"163",203
"164",204
"165",205
"166",206
"167",208
"168",209
"169",211
"170",212
"171",213
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",224
"181",225
"182",226
