"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",18
"15",19
"16",20
"17",22
"18",23
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",34
"27",36
"28",37
"29",39
"30",40
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",60
"48",61
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",89
"74",92
"75",93
"76",94
"77",96
"78",97
"79",98
"80",102
"81",103
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",112
"89",114
"90",115
"91",116
"92",117
"93",119
"94",120
"95",121
"96",122
"97",124
"98",127
"99",129
"100",130
"101",131
"102",132
"103",133
"104",134
"105",135
"106",136
"107",137
"108",139
"109",140
"110",141
"111",142
"112",143
"113",144
"114",145
"115",147
"116",149
"117",150
"118",151
"119",152
"120",153
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",165
"133",167
"134",168
"135",169
"136",171
"137",172
"138",173
"139",174
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",185
"149",186
"150",187
"151",188
"152",190
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",200
"161",201
"162",202
"163",203
"164",204
"165",206
"166",207
"167",208
"168",209
"169",210
"170",211
"171",212
"172",213
"173",214
"174",215
"175",216
"176",217
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
