"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",10
"10",11
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",23
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",36
"30",38
"31",39
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",65
"54",66
"55",68
"56",69
"57",70
"58",71
"59",72
"60",74
"61",78
"62",80
"63",83
"64",84
"65",85
"66",86
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
"89",110
"90",112
"91",113
"92",115
"93",116
"94",117
"95",118
"96",119
"97",122
"98",123
"99",124
"100",125
"101",126
"102",127
"103",128
"104",130
"105",131
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",144
"118",145
"119",147
"120",149
"121",151
"122",152
"123",153
"124",154
"125",155
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",164
"133",165
"134",166
"135",168
"136",169
"137",170
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",185
"152",186
"153",187
"154",188
"155",189
"156",190
"157",192
"158",194
"159",195
"160",197
"161",198
"162",199
"163",200
"164",201
"165",202
"166",203
"167",204
"168",205
"169",206
"170",207
"171",208
"172",209
"173",210
"174",215
"175",216
"176",217
"177",218
"178",219
"179",220
"180",222
"181",223
"182",225
