"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",23
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",45
"38",46
"39",47
"40",49
"41",50
"42",51
"43",53
"44",54
"45",56
"46",57
"47",59
"48",60
"49",61
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",96
"81",97
"82",100
"83",101
"84",103
"85",104
"86",106
"87",107
"88",109
"89",110
"90",111
"91",113
"92",114
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",124
"101",125
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",133
"109",134
"110",135
"111",136
"112",137
"113",138
"114",139
"115",141
"116",143
"117",144
"118",145
"119",146
"120",147
"121",148
"122",150
"123",151
"124",153
"125",155
"126",157
"127",158
"128",161
"129",163
"130",164
"131",165
"132",167
"133",168
"134",169
"135",171
"136",172
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",180
"144",181
"145",183
"146",185
"147",186
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",195
"156",196
"157",199
"158",200
"159",201
"160",204
"161",205
"162",206
"163",207
"164",208
"165",209
"166",210
"167",211
"168",212
"169",213
"170",214
"171",215
"172",216
"173",217
"174",218
"175",219
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
