"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",32
"30",33
"31",34
"32",35
"33",39
"34",40
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",49
"42",51
"43",52
"44",55
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",83
"70",85
"71",87
"72",89
"73",91
"74",92
"75",93
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",116
"93",117
"94",118
"95",121
"96",122
"97",123
"98",125
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",141
"113",142
"114",143
"115",144
"116",145
"117",147
"118",148
"119",149
"120",150
"121",151
"122",154
"123",156
"124",157
"125",158
"126",159
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",185
"151",186
"152",188
"153",189
"154",190
"155",191
"156",192
"157",193
"158",194
"159",196
"160",197
"161",198
"162",199
"163",200
"164",201
"165",203
"166",205
"167",206
"168",208
"169",209
"170",210
"171",212
"172",213
"173",214
"174",215
"175",217
"176",219
"177",220
"178",221
"179",222
"180",223
"181",225
"182",226
