"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",12
"11",14
"12",16
"13",17
"14",18
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",80
"67",81
"68",82
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",97
"82",98
"83",99
"84",100
"85",101
"86",102
"87",103
"88",104
"89",105
"90",107
"91",108
"92",109
"93",110
"94",111
"95",112
"96",113
"97",115
"98",117
"99",119
"100",120
"101",122
"102",123
"103",125
"104",126
"105",128
"106",129
"107",130
"108",131
"109",132
"110",133
"111",134
"112",135
"113",136
"114",138
"115",139
"116",140
"117",142
"118",143
"119",144
"120",146
"121",147
"122",149
"123",152
"124",153
"125",154
"126",155
"127",156
"128",159
"129",160
"130",161
"131",162
"132",163
"133",164
"134",165
"135",167
"136",168
"137",169
"138",170
"139",171
"140",173
"141",174
"142",176
"143",178
"144",179
"145",180
"146",181
"147",183
"148",184
"149",186
"150",190
"151",191
"152",192
"153",193
"154",195
"155",196
"156",197
"157",198
"158",199
"159",201
"160",202
"161",204
"162",205
"163",206
"164",207
"165",208
"166",209
"167",210
"168",211
"169",212
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
