"","Resample1"
"1",2
"2",3
"3",5
"4",6
"5",7
"6",8
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",24
"20",25
"21",28
"22",29
"23",30
"24",31
"25",32
"26",33
"27",35
"28",36
"29",37
"30",38
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",69
"57",70
"58",71
"59",72
"60",73
"61",75
"62",77
"63",78
"64",79
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",92
"76",93
"77",94
"78",95
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",105
"87",106
"88",107
"89",109
"90",110
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
"97",118
"98",121
"99",122
"100",124
"101",125
"102",127
"103",128
"104",130
"105",131
"106",132
"107",133
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",143
"116",144
"117",145
"118",147
"119",149
"120",150
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",162
"130",163
"131",164
"132",165
"133",166
"134",168
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",176
"142",177
"143",179
"144",180
"145",183
"146",184
"147",185
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
"161",200
"162",201
"163",202
"164",203
"165",205
"166",206
"167",207
"168",208
"169",209
"170",211
"171",212
"172",213
"173",214
"174",216
"175",218
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
