"","Resample1"
"1",1
"2",2
"3",4
"4",6
"5",8
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",32
"28",35
"29",36
"30",38
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",58
"48",59
"49",62
"50",63
"51",64
"52",67
"53",68
"54",69
"55",70
"56",72
"57",73
"58",74
"59",75
"60",76
"61",78
"62",80
"63",81
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",92
"74",93
"75",94
"76",95
"77",96
"78",98
"79",99
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",114
"94",115
"95",116
"96",117
"97",118
"98",119
"99",120
"100",121
"101",123
"102",124
"103",126
"104",127
"105",129
"106",131
"107",133
"108",134
"109",135
"110",136
"111",137
"112",138
"113",139
"114",140
"115",141
"116",142
"117",143
"118",144
"119",145
"120",147
"121",148
"122",149
"123",150
"124",151
"125",152
"126",153
"127",154
"128",155
"129",156
"130",158
"131",159
"132",160
"133",161
"134",163
"135",164
"136",166
"137",167
"138",169
"139",171
"140",172
"141",173
"142",174
"143",175
"144",176
"145",177
"146",178
"147",180
"148",181
"149",182
"150",183
"151",186
"152",187
"153",188
"154",189
"155",190
"156",192
"157",194
"158",195
"159",196
"160",197
"161",198
"162",199
"163",200
"164",201
"165",202
"166",203
"167",204
"168",205
"169",206
"170",207
"171",210
"172",213
"173",214
"174",215
"175",216
"176",219
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
