"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",17
"15",18
"16",20
"17",22
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",40
"34",42
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",52
"43",53
"44",54
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",92
"78",94
"79",95
"80",96
"81",97
"82",98
"83",99
"84",100
"85",101
"86",102
"87",106
"88",107
"89",109
"90",110
"91",111
"92",112
"93",113
"94",114
"95",115
"96",116
"97",118
"98",119
"99",120
"100",121
"101",123
"102",124
"103",125
"104",126
"105",127
"106",128
"107",130
"108",131
"109",134
"110",136
"111",137
"112",138
"113",140
"114",142
"115",144
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",164
"133",165
"134",167
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",178
"146",179
"147",182
"148",183
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",192
"156",193
"157",194
"158",196
"159",198
"160",199
"161",201
"162",202
"163",203
"164",204
"165",205
"166",206
"167",207
"168",208
"169",210
"170",211
"171",212
"172",213
"173",215
"174",217
"175",218
"176",219
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
