"","Resample1"
"1",2
"2",4
"3",6
"4",7
"5",8
"6",9
"7",10
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",25
"21",26
"22",28
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",39
"32",40
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",55
"46",57
"47",58
"48",59
"49",60
"50",61
"51",63
"52",65
"53",67
"54",68
"55",70
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",88
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",107
"89",108
"90",109
"91",110
"92",111
"93",113
"94",114
"95",115
"96",116
"97",117
"98",118
"99",120
"100",121
"101",122
"102",123
"103",125
"104",126
"105",127
"106",128
"107",129
"108",130
"109",132
"110",134
"111",135
"112",136
"113",137
"114",139
"115",140
"116",141
"117",142
"118",143
"119",144
"120",146
"121",147
"122",148
"123",149
"124",150
"125",151
"126",152
"127",153
"128",154
"129",155
"130",157
"131",160
"132",161
"133",162
"134",163
"135",164
"136",166
"137",168
"138",171
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",183
"148",187
"149",188
"150",189
"151",190
"152",192
"153",193
"154",194
"155",196
"156",197
"157",198
"158",199
"159",200
"160",201
"161",203
"162",204
"163",205
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",223
"180",224
"181",225
"182",226
