"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",10
"8",13
"9",15
"10",16
"11",17
"12",18
"13",19
"14",20
"15",21
"16",22
"17",23
"18",25
"19",26
"20",27
"21",28
"22",29
"23",30
"24",31
"25",33
"26",34
"27",35
"28",36
"29",38
"30",40
"31",41
"32",42
"33",43
"34",44
"35",45
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",76
"65",79
"66",80
"67",81
"68",82
"69",83
"70",85
"71",86
"72",87
"73",90
"74",91
"75",92
"76",94
"77",95
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",109
"88",110
"89",111
"90",112
"91",113
"92",116
"93",117
"94",118
"95",119
"96",120
"97",121
"98",122
"99",123
"100",124
"101",125
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",132
"109",133
"110",134
"111",135
"112",137
"113",139
"114",140
"115",141
"116",142
"117",144
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",153
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",163
"132",164
"133",166
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",183
"148",184
"149",186
"150",187
"151",188
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",199
"161",200
"162",201
"163",202
"164",205
"165",206
"166",207
"167",208
"168",209
"169",211
"170",212
"171",213
"172",214
"173",215
"174",216
"175",217
"176",218
"177",219
"178",220
"179",222
"180",223
"181",224
"182",226
