"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",38
"31",39
"32",41
"33",42
"34",43
"35",44
"36",46
"37",47
"38",48
"39",49
"40",50
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",65
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",74
"60",75
"61",76
"62",79
"63",81
"64",83
"65",84
"66",86
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",102
"81",103
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",118
"95",119
"96",120
"97",121
"98",122
"99",123
"100",124
"101",125
"102",127
"103",128
"104",129
"105",130
"106",131
"107",133
"108",136
"109",137
"110",141
"111",142
"112",143
"113",144
"114",145
"115",146
"116",147
"117",149
"118",150
"119",153
"120",154
"121",155
"122",156
"123",157
"124",158
"125",159
"126",161
"127",162
"128",163
"129",164
"130",165
"131",167
"132",168
"133",169
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",189
"154",191
"155",194
"156",196
"157",197
"158",198
"159",199
"160",200
"161",201
"162",202
"163",203
"164",205
"165",206
"166",207
"167",208
"168",210
"169",212
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
