"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",21
"19",22
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",47
"41",48
"42",49
"43",52
"44",53
"45",54
"46",55
"47",58
"48",59
"49",61
"50",65
"51",66
"52",67
"53",68
"54",69
"55",72
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",83
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",100
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",110
"88",111
"89",113
"90",114
"91",115
"92",116
"93",118
"94",119
"95",121
"96",122
"97",125
"98",126
"99",127
"100",128
"101",129
"102",131
"103",132
"104",133
"105",135
"106",136
"107",137
"108",138
"109",139
"110",141
"111",142
"112",143
"113",144
"114",145
"115",146
"116",147
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",169
"138",170
"139",171
"140",173
"141",174
"142",175
"143",176
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",185
"152",187
"153",189
"154",190
"155",191
"156",193
"157",194
"158",196
"159",197
"160",198
"161",200
"162",201
"163",202
"164",203
"165",205
"166",206
"167",207
"168",208
"169",209
"170",210
"171",211
"172",212
"173",214
"174",215
"175",216
"176",217
"177",218
"178",219
"179",221
"180",222
"181",224
"182",225
