"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",26
"21",28
"22",29
"23",30
"24",31
"25",33
"26",34
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",43
"34",45
"35",46
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",75
"61",76
"62",77
"63",79
"64",80
"65",81
"66",83
"67",85
"68",86
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",99
"79",102
"80",103
"81",104
"82",105
"83",106
"84",107
"85",108
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",123
"99",124
"100",125
"101",126
"102",128
"103",129
"104",130
"105",132
"106",133
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",145
"117",147
"118",148
"119",149
"120",150
"121",152
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",168
"135",169
"136",170
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",191
"156",193
"157",194
"158",195
"159",197
"160",199
"161",200
"162",201
"163",202
"164",203
"165",204
"166",205
"167",206
"168",207
"169",208
"170",209
"171",211
"172",212
"173",213
"174",214
"175",215
"176",216
"177",218
"178",219
"179",220
"180",221
"181",223
"182",224
