"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",21
"18",23
"19",25
"20",26
"21",27
"22",30
"23",31
"24",32
"25",33
"26",34
"27",35
"28",36
"29",38
"30",39
"31",40
"32",41
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",79
"67",80
"68",81
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",89
"76",90
"77",93
"78",94
"79",97
"80",98
"81",99
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",108
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
"97",119
"98",120
"99",121
"100",122
"101",123
"102",124
"103",125
"104",126
"105",127
"106",129
"107",130
"108",131
"109",132
"110",134
"111",135
"112",139
"113",142
"114",144
"115",145
"116",146
"117",147
"118",150
"119",151
"120",152
"121",153
"122",154
"123",155
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",168
"135",169
"136",172
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
"161",200
"162",201
"163",203
"164",207
"165",208
"166",209
"167",211
"168",212
"169",213
"170",214
"171",215
"172",216
"173",217
"174",218
"175",219
"176",220
"177",221
"178",222
"179",223
"180",224
"181",225
"182",226
