"","Resample1"
"1",1
"2",2
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",17
"14",19
"15",20
"16",21
"17",23
"18",24
"19",25
"20",26
"21",27
"22",29
"23",30
"24",32
"25",33
"26",34
"27",36
"28",37
"29",38
"30",40
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",64
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",82
"67",85
"68",86
"69",87
"70",89
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",104
"85",107
"86",109
"87",113
"88",114
"89",115
"90",116
"91",117
"92",119
"93",120
"94",121
"95",122
"96",123
"97",125
"98",126
"99",127
"100",130
"101",131
"102",132
"103",133
"104",134
"105",136
"106",137
"107",138
"108",139
"109",141
"110",142
"111",143
"112",144
"113",145
"114",146
"115",149
"116",150
"117",151
"118",152
"119",153
"120",154
"121",155
"122",157
"123",158
"124",159
"125",160
"126",162
"127",163
"128",164
"129",165
"130",167
"131",168
"132",169
"133",170
"134",171
"135",172
"136",173
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",193
"157",194
"158",195
"159",196
"160",197
"161",198
"162",199
"163",201
"164",202
"165",203
"166",204
"167",206
"168",207
"169",208
"170",210
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
