"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",47
"40",48
"41",50
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",67
"57",69
"58",70
"59",71
"60",74
"61",75
"62",76
"63",77
"64",78
"65",80
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",101
"84",102
"85",103
"86",105
"87",106
"88",108
"89",109
"90",110
"91",112
"92",113
"93",115
"94",116
"95",117
"96",118
"97",119
"98",120
"99",121
"100",123
"101",124
"102",125
"103",126
"104",128
"105",129
"106",130
"107",131
"108",132
"109",133
"110",134
"111",135
"112",137
"113",138
"114",140
"115",141
"116",144
"117",147
"118",149
"119",150
"120",151
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",162
"130",163
"131",164
"132",165
"133",167
"134",168
"135",170
"136",171
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",182
"146",183
"147",184
"148",185
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",199
"161",200
"162",201
"163",202
"164",203
"165",204
"166",205
"167",206
"168",208
"169",209
"170",211
"171",213
"172",215
"173",216
"174",217
"175",218
"176",220
"177",221
"178",222
"179",223
"180",224
"181",228
"182",229
"183",230
"184",231
"185",232
"186",234
"187",235
"188",237
"189",238
"190",239
"191",240
"192",242
"193",243
"194",244
"195",245
"196",246
"197",247
"198",248
"199",250
"200",251
"201",252
"202",253
"203",254
"204",255
"205",256
"206",257
"207",258
"208",259
"209",260
"210",262
"211",263
"212",264
"213",265
"214",266
"215",267
"216",268
"217",270
"218",271
"219",272
"220",273
"221",276
"222",277
"223",278
"224",279
"225",280
