"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",9
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",31
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",46
"39",48
"40",49
"41",50
"42",51
"43",53
"44",54
"45",55
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",80
"66",82
"67",83
"68",84
"69",86
"70",88
"71",89
"72",90
"73",93
"74",94
"75",95
"76",97
"77",98
"78",101
"79",102
"80",103
"81",106
"82",108
"83",109
"84",110
"85",111
"86",113
"87",114
"88",115
"89",116
"90",118
"91",119
"92",120
"93",121
"94",122
"95",123
"96",124
"97",125
"98",126
"99",127
"100",128
"101",129
"102",130
"103",131
"104",132
"105",133
"106",134
"107",135
"108",138
"109",140
"110",141
"111",142
"112",143
"113",144
"114",145
"115",146
"116",148
"117",149
"118",150
"119",151
"120",152
"121",155
"122",157
"123",159
"124",161
"125",162
"126",163
"127",164
"128",165
"129",166
"130",167
"131",168
"132",169
"133",170
"134",171
"135",172
"136",173
"137",175
"138",176
"139",177
"140",178
"141",180
"142",181
"143",183
"144",184
"145",185
"146",186
"147",187
"148",188
"149",189
"150",191
"151",192
"152",193
"153",194
"154",195
"155",196
"156",197
"157",198
"158",199
"159",200
"160",201
"161",202
"162",203
"163",204
"164",205
"165",206
"166",208
"167",209
"168",210
"169",211
"170",213
"171",214
"172",215
"173",217
"174",219
"175",220
"176",221
"177",222
"178",224
"179",225
"180",227
"181",228
"182",229
"183",230
"184",231
"185",232
"186",233
"187",235
"188",236
"189",237
"190",238
"191",239
"192",242
"193",243
"194",244
"195",245
"196",246
"197",247
"198",249
"199",250
"200",251
"201",252
"202",253
"203",254
"204",255
"205",256
"206",257
"207",258
"208",259
"209",260
"210",261
"211",262
"212",265
"213",266
"214",267
"215",269
"216",270
"217",271
"218",272
"219",273
"220",274
"221",275
"222",277
"223",278
"224",279
"225",280
