"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",14
"15",17
"16",18
"17",19
"18",20
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",32
"26",33
"27",34
"28",36
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",57
"48",60
"49",61
"50",62
"51",64
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",97
"82",98
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",108
"90",109
"91",110
"92",111
"93",112
"94",113
"95",114
"96",115
"97",118
"98",119
"99",121
"100",122
"101",123
"102",124
"103",125
"104",127
"105",129
"106",130
"107",131
"108",132
"109",133
"110",134
"111",137
"112",138
"113",141
"114",143
"115",144
"116",145
"117",147
"118",148
"119",149
"120",150
"121",152
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",169
"136",170
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",180
"146",181
"147",182
"148",184
"149",185
"150",186
"151",187
"152",190
"153",191
"154",192
"155",195
"156",196
"157",197
"158",198
"159",199
"160",200
"161",202
"162",203
"163",205
"164",207
"165",208
"166",209
"167",210
"168",211
"169",213
"170",214
"171",215
"172",216
"173",217
"174",218
"175",219
"176",220
"177",222
"178",224
"179",226
"180",227
"181",228
"182",229
"183",230
"184",231
"185",232
"186",233
"187",234
"188",235
"189",236
"190",238
"191",239
"192",240
"193",242
"194",243
"195",244
"196",245
"197",246
"198",248
"199",249
"200",251
"201",252
"202",254
"203",255
"204",256
"205",257
"206",258
"207",259
"208",260
"209",261
"210",262
"211",263
"212",264
"213",265
"214",266
"215",267
"216",269
"217",270
"218",271
"219",272
"220",273
"221",274
"222",275
"223",276
"224",277
"225",278
