"","Resample1"
"1",1
"2",4
"3",5
"4",6
"5",8
"6",9
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",46
"39",48
"40",49
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",66
"54",67
"55",69
"56",70
"57",71
"58",73
"59",74
"60",76
"61",77
"62",79
"63",81
"64",82
"65",84
"66",85
"67",86
"68",87
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",111
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",119
"96",120
"97",121
"98",122
"99",123
"100",124
"101",125
"102",126
"103",127
"104",128
"105",131
"106",132
"107",133
"108",134
"109",135
"110",136
"111",137
"112",138
"113",139
"114",140
"115",141
"116",142
"117",143
"118",145
"119",146
"120",148
"121",149
"122",150
"123",151
"124",153
"125",154
"126",156
"127",157
"128",158
"129",159
"130",160
"131",162
"132",163
"133",164
"134",165
"135",166
"136",167
"137",168
"138",170
"139",171
"140",172
"141",174
"142",175
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",191
"157",192
"158",193
"159",194
"160",195
"161",197
"162",198
"163",200
"164",201
"165",202
"166",203
"167",204
"168",205
"169",208
"170",209
"171",210
"172",211
"173",213
"174",214
"175",215
"176",216
"177",218
"178",219
"179",221
"180",222
"181",224
"182",225
"183",226
"184",227
"185",228
"186",233
"187",234
"188",236
"189",237
"190",238
"191",239
"192",240
"193",241
"194",242
"195",243
"196",244
"197",245
"198",246
"199",247
"200",248
"201",250
"202",251
"203",252
"204",253
"205",254
"206",256
"207",258
"208",259
"209",260
"210",261
"211",263
"212",264
"213",265
"214",266
"215",268
"216",269
"217",271
"218",272
"219",273
"220",274
"221",275
"222",276
"223",278
"224",279
"225",280
