"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",36
"33",37
"34",38
"35",39
"36",40
"37",42
"38",45
"39",46
"40",47
"41",48
"42",50
"43",51
"44",53
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",83
"70",85
"71",87
"72",89
"73",90
"74",91
"75",92
"76",93
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",102
"84",103
"85",105
"86",106
"87",107
"88",109
"89",111
"90",114
"91",115
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",126
"102",127
"103",128
"104",130
"105",131
"106",132
"107",133
"108",134
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",152
"124",154
"125",156
"126",158
"127",159
"128",160
"129",161
"130",163
"131",164
"132",165
"133",166
"134",168
"135",169
"136",171
"137",172
"138",173
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",185
"149",186
"150",187
"151",188
"152",189
"153",191
"154",192
"155",194
"156",196
"157",198
"158",200
"159",201
"160",202
"161",203
"162",204
"163",205
"164",206
"165",208
"166",209
"167",210
"168",211
"169",212
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",222
"179",223
"180",224
"181",225
"182",226
"183",227
"184",228
"185",229
"186",230
"187",231
"188",232
"189",235
"190",236
"191",237
"192",238
"193",240
"194",241
"195",242
"196",243
"197",244
"198",246
"199",249
"200",251
"201",253
"202",254
"203",255
"204",256
"205",257
"206",258
"207",259
"208",260
"209",261
"210",262
"211",264
"212",265
"213",266
"214",267
"215",268
"216",269
"217",270
"218",271
"219",272
"220",273
"221",274
"222",275
"223",277
"224",278
"225",280
