"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",35
"32",38
"33",39
"34",41
"35",43
"36",44
"37",45
"38",46
"39",47
"40",48
"41",50
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",77
"66",79
"67",80
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",92
"77",93
"78",94
"79",97
"80",98
"81",99
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
"89",111
"90",112
"91",113
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",125
"100",126
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",141
"114",142
"115",143
"116",149
"117",150
"118",151
"119",152
"120",153
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",168
"136",169
"137",172
"138",173
"139",174
"140",175
"141",176
"142",179
"143",180
"144",182
"145",183
"146",184
"147",185
"148",186
"149",189
"150",190
"151",191
"152",192
"153",194
"154",195
"155",196
"156",197
"157",198
"158",199
"159",200
"160",202
"161",205
"162",206
"163",207
"164",208
"165",209
"166",210
"167",211
"168",212
"169",213
"170",214
"171",215
"172",216
"173",217
"174",218
"175",220
"176",221
"177",222
"178",225
"179",226
"180",227
"181",228
"182",229
"183",230
"184",231
"185",232
"186",234
"187",235
"188",236
"189",239
"190",240
"191",241
"192",242
"193",243
"194",244
"195",245
"196",246
"197",247
"198",248
"199",250
"200",252
"201",253
"202",254
"203",255
"204",259
"205",260
"206",261
"207",262
"208",263
"209",264
"210",265
"211",266
"212",267
"213",268
"214",269
"215",270
"216",271
"217",272
"218",273
"219",274
"220",275
"221",276
"222",277
"223",278
"224",279
"225",280
