"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",12
"11",15
"12",16
"13",17
"14",19
"15",20
"16",21
"17",23
"18",24
"19",25
"20",26
"21",27
"22",29
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",65
"53",66
"54",67
"55",68
"56",71
"57",73
"58",74
"59",75
"60",76
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",95
"77",96
"78",97
"79",98
"80",99
"81",101
"82",102
"83",103
"84",104
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",112
"92",113
"93",115
"94",116
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",126
"102",127
"103",129
"104",130
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",143
"116",144
"117",145
"118",146
"119",147
"120",149
"121",150
"122",156
"123",157
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",171
"138",172
"139",174
"140",175
"141",176
"142",177
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",188
"151",190
"152",191
"153",192
"154",194
"155",195
"156",196
"157",198
"158",200
"159",201
"160",204
"161",205
"162",206
"163",207
"164",208
"165",209
"166",210
"167",214
"168",215
"169",216
"170",217
"171",218
"172",219
"173",220
"174",221
"175",222
"176",223
"177",224
"178",226
"179",227
"180",228
"181",229
"182",231
"183",235
"184",236
"185",237
"186",238
"187",239
"188",240
"189",241
"190",242
"191",243
"192",244
"193",245
"194",246
"195",247
"196",248
"197",249
"198",250
"199",252
"200",253
"201",254
"202",255
"203",256
"204",257
"205",258
"206",259
"207",261
"208",262
"209",263
"210",264
"211",265
"212",266
"213",267
"214",268
"215",269
"216",270
"217",271
"218",272
"219",273
"220",274
"221",275
"222",277
"223",278
"224",279
"225",280
