"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",10
"9",12
"10",14
"11",15
"12",16
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",44
"37",46
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",69
"57",71
"58",73
"59",74
"60",75
"61",76
"62",77
"63",79
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",100
"82",101
"83",102
"84",103
"85",105
"86",106
"87",107
"88",108
"89",110
"90",111
"91",112
"92",113
"93",114
"94",116
"95",117
"96",118
"97",119
"98",120
"99",121
"100",122
"101",123
"102",124
"103",125
"104",126
"105",127
"106",128
"107",130
"108",132
"109",133
"110",135
"111",136
"112",137
"113",138
"114",139
"115",142
"116",143
"117",144
"118",146
"119",147
"120",148
"121",149
"122",151
"123",152
"124",154
"125",155
"126",156
"127",157
"128",159
"129",160
"130",161
"131",162
"132",164
"133",165
"134",166
"135",168
"136",169
"137",170
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",184
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",191
"157",192
"158",195
"159",196
"160",198
"161",199
"162",200
"163",201
"164",202
"165",203
"166",204
"167",205
"168",206
"169",207
"170",208
"171",209
"172",210
"173",211
"174",213
"175",214
"176",215
"177",216
"178",217
"179",218
"180",219
"181",220
"182",221
"183",223
"184",224
"185",228
"186",229
"187",230
"188",231
"189",232
"190",233
"191",234
"192",235
"193",236
"194",237
"195",240
"196",241
"197",243
"198",244
"199",245
"200",246
"201",247
"202",248
"203",249
"204",250
"205",252
"206",253
"207",254
"208",255
"209",256
"210",258
"211",259
"212",261
"213",263
"214",264
"215",265
"216",266
"217",267
"218",269
"219",272
"220",273
"221",274
"222",275
"223",276
"224",277
"225",278
