"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",13
"14",15
"15",17
"16",18
"17",19
"18",20
"19",21
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",30
"27",31
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",49
"43",52
"44",53
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",73
"60",74
"61",75
"62",76
"63",77
"64",80
"65",81
"66",83
"67",85
"68",87
"69",88
"70",89
"71",90
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",102
"82",104
"83",105
"84",106
"85",108
"86",109
"87",110
"88",111
"89",112
"90",113
"91",114
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",126
"102",127
"103",129
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",138
"111",140
"112",141
"113",143
"114",145
"115",146
"116",148
"117",149
"118",151
"119",152
"120",153
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",170
"136",172
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",179
"144",180
"145",183
"146",185
"147",186
"148",187
"149",189
"150",190
"151",191
"152",192
"153",193
"154",194
"155",195
"156",196
"157",197
"158",198
"159",199
"160",200
"161",202
"162",203
"163",204
"164",205
"165",206
"166",207
"167",208
"168",209
"169",210
"170",213
"171",214
"172",215
"173",216
"174",217
"175",218
"176",219
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
"183",226
"184",227
"185",228
"186",229
"187",230
"188",231
"189",233
"190",234
"191",236
"192",240
"193",241
"194",242
"195",243
"196",244
"197",245
"198",246
"199",248
"200",249
"201",250
"202",251
"203",252
"204",254
"205",255
"206",256
"207",257
"208",258
"209",259
"210",260
"211",261
"212",263
"213",264
"214",266
"215",267
"216",268
"217",270
"218",271
"219",272
"220",273
"221",274
"222",276
"223",277
"224",278
"225",279
