"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",25
"24",26
"25",27
"26",28
"27",30
"28",32
"29",34
"30",35
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",44
"38",45
"39",47
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",66
"54",68
"55",69
"56",71
"57",72
"58",73
"59",75
"60",77
"61",78
"62",80
"63",82
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",90
"71",91
"72",92
"73",94
"74",95
"75",96
"76",97
"77",99
"78",100
"79",101
"80",102
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",112
"90",113
"91",115
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",123
"99",124
"100",125
"101",126
"102",127
"103",129
"104",130
"105",131
"106",132
"107",133
"108",134
"109",136
"110",137
"111",138
"112",139
"113",140
"114",142
"115",143
"116",144
"117",145
"118",147
"119",150
"120",151
"121",152
"122",153
"123",155
"124",156
"125",157
"126",158
"127",161
"128",162
"129",164
"130",165
"131",167
"132",168
"133",170
"134",171
"135",172
"136",173
"137",175
"138",176
"139",177
"140",178
"141",179
"142",180
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",192
"154",193
"155",194
"156",196
"157",197
"158",198
"159",199
"160",200
"161",203
"162",204
"163",205
"164",206
"165",207
"166",208
"167",209
"168",210
"169",211
"170",212
"171",213
"172",214
"173",216
"174",217
"175",218
"176",221
"177",222
"178",223
"179",224
"180",225
"181",227
"182",228
"183",229
"184",230
"185",231
"186",232
"187",233
"188",234
"189",236
"190",237
"191",238
"192",240
"193",241
"194",242
"195",243
"196",244
"197",245
"198",247
"199",248
"200",249
"201",251
"202",252
"203",253
"204",254
"205",255
"206",257
"207",258
"208",259
"209",260
"210",261
"211",262
"212",263
"213",264
"214",265
"215",266
"216",267
"217",268
"218",270
"219",271
"220",273
"221",275
"222",276
"223",277
"224",279
"225",280
