"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",17
"14",18
"15",19
"16",20
"17",21
"18",23
"19",24
"20",25
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",35
"29",37
"30",38
"31",39
"32",40
"33",41
"34",42
"35",43
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",53
"44",54
"45",55
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",69
"57",71
"58",72
"59",73
"60",74
"61",76
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",101
"85",102
"86",103
"87",104
"88",105
"89",106
"90",107
"91",108
"92",112
"93",113
"94",114
"95",115
"96",116
"97",118
"98",119
"99",120
"100",122
"101",123
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",132
"109",133
"110",134
"111",135
"112",136
"113",137
"114",138
"115",139
"116",140
"117",141
"118",143
"119",144
"120",145
"121",147
"122",148
"123",150
"124",151
"125",152
"126",153
"127",155
"128",156
"129",157
"130",158
"131",161
"132",162
"133",163
"134",164
"135",165
"136",166
"137",167
"138",168
"139",169
"140",170
"141",171
"142",172
"143",173
"144",175
"145",177
"146",178
"147",180
"148",181
"149",182
"150",183
"151",184
"152",185
"153",186
"154",187
"155",189
"156",190
"157",191
"158",192
"159",193
"160",194
"161",195
"162",196
"163",197
"164",199
"165",200
"166",203
"167",204
"168",206
"169",207
"170",208
"171",209
"172",210
"173",211
"174",212
"175",214
"176",215
"177",216
"178",217
"179",218
"180",219
"181",220
"182",221
"183",223
"184",224
"185",225
"186",226
"187",227
"188",228
"189",230
"190",231
"191",232
"192",233
"193",234
"194",235
"195",236
"196",238
"197",239
"198",240
"199",242
"200",244
"201",245
"202",247
"203",248
"204",251
"205",252
"206",254
"207",255
"208",257
"209",258
"210",259
"211",260
"212",262
"213",263
"214",264
"215",265
"216",266
"217",267
"218",268
"219",270
"220",272
"221",273
"222",274
"223",275
"224",276
"225",277
