"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",23
"19",24
"20",25
"21",26
"22",27
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",42
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",74
"62",75
"63",76
"64",78
"65",80
"66",81
"67",82
"68",83
"69",85
"70",86
"71",87
"72",88
"73",91
"74",92
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",105
"87",106
"88",107
"89",109
"90",110
"91",111
"92",113
"93",114
"94",115
"95",116
"96",117
"97",119
"98",120
"99",122
"100",124
"101",125
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",132
"109",133
"110",134
"111",136
"112",137
"113",139
"114",141
"115",142
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",155
"128",156
"129",157
"130",159
"131",160
"132",161
"133",162
"134",163
"135",164
"136",165
"137",166
"138",167
"139",168
"140",169
"141",170
"142",171
"143",173
"144",174
"145",175
"146",176
"147",177
"148",178
"149",179
"150",180
"151",181
"152",182
"153",184
"154",186
"155",189
"156",190
"157",191
"158",192
"159",193
"160",194
"161",195
"162",196
"163",197
"164",198
"165",199
"166",200
"167",201
"168",202
"169",204
"170",206
"171",207
"172",208
"173",209
"174",210
"175",211
"176",212
"177",213
"178",216
"179",217
"180",220
"181",221
"182",222
"183",224
"184",225
"185",226
"186",227
"187",228
"188",229
"189",230
"190",231
"191",232
"192",234
"193",235
"194",236
"195",237
"196",238
"197",239
"198",240
"199",243
"200",244
"201",245
"202",246
"203",247
"204",248
"205",250
"206",251
"207",252
"208",254
"209",255
"210",256
"211",257
"212",258
"213",260
"214",261
"215",262
"216",265
"217",267
"218",268
"219",269
"220",270
"221",275
"222",276
"223",277
"224",278
"225",279
