"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",31
"27",32
"28",33
"29",34
"30",35
"31",37
"32",39
"33",40
"34",42
"35",43
"36",44
"37",45
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",68
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",78
"67",79
"68",81
"69",82
"70",83
"71",84
"72",85
"73",86
"74",87
"75",88
"76",89
"77",90
"78",91
"79",92
"80",93
"81",94
"82",95
"83",96
"84",97
"85",98
"86",100
"87",102
"88",103
"89",104
"90",105
"91",106
"92",107
"93",108
"94",110
"95",112
"96",113
"97",114
"98",117
"99",118
"100",119
"101",120
"102",122
"103",123
"104",124
"105",125
"106",126
"107",127
"108",128
"109",129
"110",130
"111",131
"112",133
"113",134
"114",136
"115",137
"116",138
"117",140
"118",141
"119",143
"120",144
"121",146
"122",147
"123",148
"124",149
"125",150
"126",151
"127",152
"128",153
"129",155
"130",156
"131",157
"132",158
"133",160
"134",161
"135",162
"136",165
"137",166
"138",170
"139",171
"140",172
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",183
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",191
"156",193
"157",195
"158",196
"159",197
"160",198
"161",199
"162",200
"163",201
"164",202
"165",203
"166",204
"167",206
"168",207
"169",208
"170",210
"171",211
"172",213
"173",214
"174",215
"175",216
"176",218
"177",219
"178",221
"179",222
"180",223
"181",224
"182",225
"183",226
"184",227
"185",228
"186",229
"187",230
"188",231
"189",233
"190",235
"191",236
"192",237
"193",238
"194",239
"195",240
"196",241
"197",242
"198",243
"199",244
"200",246
"201",247
"202",248
"203",249
"204",250
"205",251
"206",252
"207",254
"208",256
"209",257
"210",258
"211",259
"212",260
"213",261
"214",262
"215",265
"216",266
"217",268
"218",271
"219",272
"220",273
"221",274
"222",275
"223",276
"224",277
"225",279
